Station,Date,Daily_Entry,Daily_Exit	
68ST-HUNTER CO,09/22/2020,6592,8008	
68ST-HUNTER CO,09/23/2020,6641,7994	
68ST-HUNTER CO,09/24/2020,6699,7729	
68ST-HUNTER CO,09/25/2020,43028,52569	
68ST-HUNTER CO,10/03/2020,2789,3723	
68ST-HUNTER CO,10/04/2020,1818,2580	
68ST-HUNTER CO,10/05/2020,6612,7857	
68ST-HUNTER CO,10/06/2020,7035,8278	
68ST-HUNTER CO,10/07/2020,7025,8319	
68ST-HUNTER CO,10/08/2020,6984,8395	
68ST-HUNTER CO,10/09/2020,6551,7901	
68ST-HUNTER CO,10/10/2020,2868,3989	
68ST-HUNTER CO,10/11/2020,1942,2805	
68ST-HUNTER CO,10/12/2020,5158,6420	
68ST-HUNTER CO,10/13/2020,6937,8266	
68ST-HUNTER CO,10/14/2020,7160,8372	
68ST-HUNTER CO,10/15/2020,7150,8418	
68ST-HUNTER CO,10/16/2020,6619,7833	
68ST-HUNTER CO,10/17/2020,2802,3607	
68ST-HUNTER CO,10/18/2020,1863,2526	
68ST-HUNTER CO,10/19/2020,6700,7827	
68ST-HUNTER CO,10/20/2020,7027,8375	
68ST-HUNTER CO,10/21/2020,7087,8409	
68ST-HUNTER CO,10/22/2020,6942,8296	
68ST-HUNTER CO,10/23/2020,6623,8517	
68ST-HUNTER CO,10/24/2020,2554,3445	
68ST-HUNTER CO,10/25/2020,1756,2415	
68ST-HUNTER CO,10/26/2020,6716,8232	
68ST-HUNTER CO,10/27/2020,7111,8311	
68ST-HUNTER CO,10/28/2020,7251,8597	
68ST-HUNTER CO,10/29/2020,7004,8437	
68ST-HUNTER CO,10/30/2020,6491,7914	
68ST-HUNTER CO,10/31/2020,2919,4528	
68ST-HUNTER CO,11/01/2020,-4120921,-3291635	
68ST-HUNTER CO,11/02/2020,6967,8115	
68ST-HUNTER CO,11/03/2020,6324,7688	
68ST-HUNTER CO,11/04/2020,6497,7758	
68ST-HUNTER CO,11/05/2020,6992,8214	
68ST-HUNTER CO,11/06/2020,6613,8111	
68ST-HUNTER CO,11/07/2020,2630,3623	
68ST-HUNTER CO,11/08/2020,1919,2786	
68ST-HUNTER CO,11/09/2020,6796,8025	
68ST-HUNTER CO,11/10/2020,7151,8514	
68ST-HUNTER CO,11/11/2020,6648,8068	
68ST-HUNTER CO,11/12/2020,7069,8531	
68ST-HUNTER CO,11/13/2020,6834,8124	
68ST-HUNTER CO,11/14/2020,2823,3795	
68ST-HUNTER CO,11/15/2020,1620,2374	
68ST-HUNTER CO,11/16/2020,6696,8041	
68ST-HUNTER CO,11/17/2020,6758,8729	
68ST-HUNTER CO,11/18/2020,7058,8417	
68ST-HUNTER CO,11/19/2020,6844,7878	
69 ST,01/01/2020,2174,2738	
69 ST,01/02/2020,4560,4624	
69 ST,01/03/2020,4716,4961	
69 ST,01/04/2020,3080,3510	
69 ST,01/05/2020,2420,2899	
69 ST,01/06/2020,4869,5157	
69 ST,01/07/2020,4744,4908	
69 ST,01/08/2020,4800,4831	
69 ST,01/09/2020,4716,4804	
69 ST,01/10/2020,5021,5135	
69 ST,01/11/2020,3315,3618	
69 ST,01/12/2020,2564,2854	
69 ST,01/13/2020,4872,5189	
69 ST,01/14/2020,4635,4798	
69 ST,01/15/2020,4811,4977	
69 ST,01/16/2020,4688,4942	
69 ST,01/17/2020,4956,5240	
69 ST,01/18/2020,3303,3938	
69 ST,01/19/2020,2963,3597	
69 ST,01/20/2020,3747,4114	
69 ST,01/21/2020,4673,4920	
69 ST,01/22/2020,4678,5040	
69 ST,01/23/2020,4802,5279	
69 ST,01/24/2020,4916,5182	
69 ST,01/25/2020,3484,3909	
69 ST,01/26/2020,3114,3552	
69 ST,01/27/2020,4900,5156	
69 ST,01/28/2020,4957,5137	
69 ST,01/29/2020,5012,5543	
69 ST,01/30/2020,4906,5221	
69 ST,01/31/2020,5110,5242	
69 ST,02/01/2020,3594,4387	
69 ST,02/02/2020,2725,3422	
69 ST,02/03/2020,5045,5106	
69 ST,02/04/2020,4960,5028	
69 ST,02/05/2020,4968,5099	
69 ST,02/06/2020,4900,4974	
69 ST,02/07/2020,4898,5069	
69 ST,02/08/2020,3772,4312	
69 ST,02/09/2020,2851,3382	
69 ST,02/10/2020,4844,5150	
69 ST,02/11/2020,4802,4780	
69 ST,02/12/2020,4952,5130	
69 ST,02/13/2020,4973,5057	
69 ST,02/14/2020,5170,5164	
69 ST,02/15/2020,3344,3910	
69 ST,02/16/2020,2797,3338	
69 ST,02/17/2020,3856,4421	
69 ST,02/18/2020,4577,4805	
69 ST,02/19/2020,4785,5067	
69 ST,02/20/2020,4543,4840	
69 ST,02/21/2020,4704,4828	
69 ST,02/22/2020,3705,4173	
69 ST,02/23/2020,2934,3371	
69 ST,02/24/2020,5019,5146	
69 ST,02/25/2020,4879,5055	
69 ST,02/26/2020,4809,4968	
69 ST,02/27/2020,4901,5096	
69 ST,02/28/2020,5141,5328	
69 ST,02/29/2020,3694,4334	
69 ST,03/01/2020,2898,3593	
69 ST,03/02/2020,4937,5109	
69 ST,03/03/2020,4907,5090	
69 ST,03/04/2020,5013,5222	
69 ST,03/05/2020,5001,4953	
69 ST,03/06/2020,5018,5206	
69 ST,03/07/2020,3590,4185	
69 ST,03/08/2020,2712,3324	
69 ST,03/09/2020,4910,5040	
69 ST,03/10/2020,4742,4926	
69 ST,03/11/2020,4672,4817	
69 ST,03/12/2020,4408,4509	
69 ST,03/13/2020,4408,4608	
69 ST,03/14/2020,2726,3370	
69 ST,03/15/2020,2068,2486	
69 ST,03/16/2020,-20688273,-16653566	
69 ST,03/17/2020,20693395,16658790	
69 ST,03/18/2020,2082,2207	
69 ST,03/19/2020,1829,2001	
69 ST,03/20/2020,1803,1880	
69 ST,03/21/2020,901,870	
69 ST,03/22/2020,524,581	
69 ST,03/23/2020,812,920	
69 ST,03/24/2020,852,1061	
69 ST,03/25/2020,725,936	
69 ST,03/26/2020,708,863	
69 ST,03/27/2020,736,888	
69 ST,03/28/2020,437,597	
69 ST,03/29/2020,317,479	
69 ST,03/30/2020,559,727	
69 ST,03/31/2020,489,648	
69 ST,04/01/2020,492,626	
69 ST,04/02/2020,490,621	
69 ST,04/03/2020,482,597	
69 ST,04/04/2020,312,372	
69 ST,04/05/2020,244,398	
69 ST,04/06/2020,441,558	
69 ST,04/07/2020,415,555	
69 ST,04/08/2020,388,477	
69 ST,04/09/2020,362,503	
69 ST,04/10/2020,397,515	
69 ST,04/11/2020,330,414	
69 ST,04/12/2020,230,360	
69 ST,04/13/2020,379,501	
69 ST,04/14/2020,421,533	
69 ST,04/15/2020,425,543	
69 ST,04/16/2020,428,535	
69 ST,04/17/2020,448,606	
69 ST,04/18/2020,284,352	
69 ST,04/19/2020,279,374	
69 ST,04/20/2020,453,606	
69 ST,04/21/2020,435,598	
69 ST,04/22/2020,488,647	
69 ST,04/23/2020,489,624	
69 ST,04/24/2020,525,581	
69 ST,04/25/2020,411,520	
69 ST,04/26/2020,286,426	
69 ST,04/27/2020,545,739	
69 ST,04/28/2020,535,792	
69 ST,04/29/2020,544,704	
69 ST,04/30/2020,507,655	
69 ST,05/01/2020,563,701	
69 ST,05/02/2020,566,787	
69 ST,05/03/2020,385,539	
69 ST,05/04/2020,671,916	
69 ST,05/05/2020,577,866	
69 ST,05/06/2020,619,813	
69 ST,05/07/2020,653,858	
69 ST,05/08/2020,707,853	
69 ST,05/09/2020,506,665	
69 ST,05/10/2020,449,583	
69 ST,05/11/2020,696,919	
69 ST,05/12/2020,677,915	
69 ST,05/13/2020,710,934	
69 ST,05/14/2020,710,881	
69 ST,05/15/2020,801,1005	
69 ST,05/16/2020,499,553	
69 ST,05/17/2020,322,485	
69 ST,05/18/2020,795,1126	
69 ST,05/19/2020,777,1140	
69 ST,05/20/2020,794,1066	
69 ST,05/21/2020,-9815159,-9001865	
69 ST,05/22/2020,9816828,9004055	
69 ST,05/23/2020,504,567	
69 ST,05/24/2020,420,583	
69 ST,05/25/2020,582,886	
69 ST,05/26/2020,897,1323	
69 ST,05/27/2020,931,1256	
69 ST,05/28/2020,831,1187	
69 ST,05/29/2020,908,1233	
69 ST,05/30/2020,516,649	
69 ST,05/31/2020,379,546	
69 ST,06/01/2020,930,1405	
69 ST,06/02/2020,899,1257	
69 ST,06/03/2020,874,1205	
69 ST,06/04/2020,957,1151	
69 ST,06/05/2020,962,1255	
69 ST,06/06/2020,766,1039	
69 ST,06/07/2020,591,837	
69 ST,06/08/2020,1101,1403	
69 ST,06/09/2020,1116,1426	
69 ST,06/10/2020,1122,1408	
69 ST,06/11/2020,1061,1381	
69 ST,06/12/2020,1175,1479	
69 ST,06/13/2020,713,920	
69 ST,06/14/2020,511,662	
69 ST,06/15/2020,1191,1539	
69 ST,06/16/2020,1250,1553	
69 ST,06/17/2020,1215,1509	
69 ST,06/18/2020,1291,1558	
69 ST,06/19/2020,1330,1649	
69 ST,06/20/2020,982,1353	
69 ST,06/21/2020,765,1051	
69 ST,06/22/2020,1253,1546	
69 ST,06/23/2020,1236,1600	
69 ST,06/24/2020,1311,1615	
69 ST,06/25/2020,1305,1585	
69 ST,06/26/2020,1448,1679	
69 ST,06/27/2020,859,991	
69 ST,06/28/2020,636,896	
69 ST,06/29/2020,1425,1784	
69 ST,06/30/2020,1424,1769	
69 ST,07/01/2020,1406,1830	
69 ST,07/02/2020,1479,1908	
69 ST,07/03/2020,1375,1837	
69 ST,07/04/2020,815,893	
69 ST,07/05/2020,693,897	
69 ST,07/06/2020,1394,1919	
69 ST,07/07/2020,1531,1936	
69 ST,07/08/2020,1541,1904	
69 ST,07/09/2020,1579,2012	
69 ST,07/10/2020,1491,1927	
69 ST,07/11/2020,946,1275	
69 ST,07/12/2020,682,1099	
69 ST,07/13/2020,1636,2095	
69 ST,07/14/2020,1635,2009	
69 ST,07/15/2020,1586,2015	
69 ST,07/16/2020,1567,2022	
69 ST,07/17/2020,1635,2082	
69 ST,07/18/2020,1073,1206	
69 ST,07/19/2020,833,998	
69 ST,07/20/2020,1542,2038	
69 ST,07/21/2020,1556,2021	
69 ST,07/22/2020,1537,2007	
69 ST,07/23/2020,1585,2085	
69 ST,07/24/2020,1653,2113	
69 ST,07/25/2020,1321,1661	
69 ST,07/26/2020,953,1411	
69 ST,07/27/2020,1528,2076	
69 ST,07/28/2020,1568,2051	
69 ST,07/29/2020,1581,2151	
69 ST,07/30/2020,1650,2104	
69 ST,07/31/2020,1629,2117	
69 ST,08/01/2020,1414,2011	
69 ST,08/02/2020,1000,1524	
69 ST,08/03/2020,1702,2115	
69 ST,08/04/2020,1079,1490	
69 ST,08/05/2020,1766,2260	
69 ST,08/06/2020,1751,2224	
69 ST,08/07/2020,12495,16365	
69 ST,08/15/2020,1360,1939	
69 ST,08/16/2020,966,1358	
69 ST,08/17/2020,1741,2305	
69 ST,08/18/2020,1792,2234	
69 ST,08/19/2020,1554,2186	
69 ST,08/20/2020,1791,2369	
69 ST,08/21/2020,1812,2368	
69 ST,08/22/2020,1393,1942	
69 ST,08/23/2020,1111,1550	
69 ST,08/24/2020,1713,2299	
69 ST,08/25/2020,1800,2295	
69 ST,08/26/2020,1888,2340	
69 ST,08/27/2020,1818,2293	
69 ST,08/28/2020,1869,2501	
69 ST,08/29/2020,1324,1940	
69 ST,08/30/2020,1187,1788	
69 ST,08/31/2020,1959,2549	
69 ST,09/01/2020,2028,2609	
69 ST,09/02/2020,1986,2518	
69 ST,09/03/2020,2041,2517	
69 ST,09/04/2020,2218,2755	
69 ST,09/05/2020,1667,2334	
69 ST,09/06/2020,1333,1892	
69 ST,09/07/2020,1281,1954	
69 ST,09/08/2020,2140,2724	
69 ST,09/09/2020,2024,2619	
69 ST,09/10/2020,1957,2368	
69 ST,09/11/2020,2329,2817	
69 ST,09/12/2020,1802,2638	
69 ST,09/13/2020,1403,1957	
69 ST,09/14/2020,2156,2661	
69 ST,09/15/2020,2127,2616	
69 ST,09/16/2020,2023,2480	
69 ST,09/17/2020,2039,2495	
69 ST,09/18/2020,2194,2678	
69 ST,09/19/2020,1495,1675	
69 ST,09/20/2020,1041,1340	
69 ST,09/21/2020,2077,2696	
69 ST,09/22/2020,2028,2481	
69 ST,09/23/2020,2004,2521	
69 ST,09/24/2020,2032,2308	
69 ST,09/25/2020,15341,18887	
69 ST,10/03/2020,1378,1653	
69 ST,10/04/2020,982,1358	
69 ST,10/05/2020,2249,2777	
69 ST,10/06/2020,2167,2766	
69 ST,10/07/2020,2179,2660	
69 ST,10/08/2020,2225,2822	
69 ST,10/09/2020,2367,2924	
69 ST,10/10/2020,1664,2425	
69 ST,10/11/2020,1312,1808	
69 ST,10/12/2020,1884,2318	
69 ST,10/13/2020,2083,2665	
69 ST,10/14/2020,2203,2818	
69 ST,10/15/2020,2251,2740	
69 ST,10/16/2020,2237,2831	
69 ST,10/17/2020,1338,2038	
69 ST,10/18/2020,896,1681	
69 ST,10/19/2020,2183,2724	
69 ST,10/20/2020,2132,2628	
69 ST,10/21/2020,2206,2602	
69 ST,10/22/2020,2169,2640	
69 ST,10/23/2020,2275,2740	
69 ST,10/24/2020,1638,2429	
69 ST,10/25/2020,1355,1944	
69 ST,10/26/2020,2143,2757	
69 ST,10/27/2020,2095,2660	
69 ST,10/28/2020,2099,2675	
69 ST,10/29/2020,2136,2592	
69 ST,10/30/2020,2199,2771	
69 ST,10/31/2020,1449,1853	
69 ST,11/01/2020,1016,1296	
69 ST,11/02/2020,2222,2753	
69 ST,11/03/2020,2045,2628	
69 ST,11/04/2020,2179,2738	
69 ST,11/05/2020,2187,2703	
69 ST,11/06/2020,2380,2980	
69 ST,11/07/2020,1597,2265	
69 ST,11/08/2020,1218,1603	
69 ST,11/09/2020,2323,2890	
69 ST,11/10/2020,2315,2887	
69 ST,11/11/2020,2079,2779	
69 ST,11/12/2020,2181,2715	
69 ST,11/13/2020,2284,2999	
69 ST,11/14/2020,1828,2551	
69 ST,11/15/2020,1277,1849	
69 ST,11/16/2020,2225,2801	
69 ST,11/17/2020,2261,2753	
69 ST,11/18/2020,2259,2720	
69 ST,11/19/2020,2200,2669	
7 AV,01/01/2020,-1037496,-3040581	
7 AV,01/02/2020,1069343,3066230	
7 AV,01/03/2020,22628,18800	
7 AV,01/04/2020,11987,9672	
7 AV,01/05/2020,-3219647,-1779969	
7 AV,01/06/2020,3253006,1806841	
7 AV,01/07/2020,24878,19822	
7 AV,01/08/2020,25131,19751	
7 AV,01/09/2020,25634,20514	
7 AV,01/10/2020,-7477433,-10604499	
7 AV,01/11/2020,7514488,10635135	
7 AV,01/12/2020,9550,8135	
7 AV,01/13/2020,24821,20282	
7 AV,01/14/2020,24677,21265	
7 AV,01/15/2020,25094,20009	
7 AV,01/16/2020,24875,20326	
7 AV,01/17/2020,23294,19668	
7 AV,01/18/2020,9717,7427	
7 AV,01/19/2020,8229,6157	
7 AV,01/20/2020,11872,10827	
7 AV,01/21/2020,23751,19599	
7 AV,01/22/2020,24272,19810	
7 AV,01/23/2020,24135,20276	
7 AV,01/24/2020,23348,19833	
7 AV,01/25/2020,10634,8404	
7 AV,01/26/2020,9011,7356	
7 AV,01/27/2020,22203,18344	
7 AV,01/28/2020,24089,19823	
7 AV,01/29/2020,24753,20295	
7 AV,01/30/2020,24562,20389	
7 AV,01/31/2020,23458,19542	
7 AV,02/01/2020,10273,8168	
7 AV,02/02/2020,8071,6364	
7 AV,02/03/2020,22816,18924	
7 AV,02/04/2020,24210,20137	
7 AV,02/05/2020,25270,20484	
7 AV,02/06/2020,25428,20708	
7 AV,02/07/2020,24426,20052	
7 AV,02/08/2020,10351,8633	
7 AV,02/09/2020,8082,6622	
7 AV,02/10/2020,23274,19048	
7 AV,02/11/2020,24893,20173	
7 AV,02/12/2020,24988,20869	
7 AV,02/13/2020,25037,19893	
7 AV,02/14/2020,23808,20310	
7 AV,02/15/2020,9799,7310	
7 AV,02/16/2020,8260,6133	
7 AV,02/17/2020,9815,7707	
7 AV,02/18/2020,21043,18316	
7 AV,02/19/2020,22344,18987	
7 AV,02/20/2020,22497,19703	
7 AV,02/21/2020,21705,18867	
7 AV,02/22/2020,9586,7795	
7 AV,02/23/2020,7841,6165	
7 AV,02/24/2020,22712,18701	
7 AV,02/25/2020,24510,20398	
7 AV,02/26/2020,106088,1660489	
7 AV,02/27/2020,-56408,-1618838	
7 AV,02/28/2020,24168,19899	
7 AV,02/29/2020,8838,6842	
7 AV,03/01/2020,6559,4842	
7 AV,03/02/2020,22088,18402	
7 AV,03/03/2020,23864,19721	
7 AV,03/04/2020,24396,20355	
7 AV,03/05/2020,24013,20120	
7 AV,03/06/2020,23468,19107	
7 AV,03/07/2020,11151,9647	
7 AV,03/08/2020,8663,7452	
7 AV,03/09/2020,20683,16972	
7 AV,03/10/2020,20974,17177	
7 AV,03/11/2020,20012,16333	
7 AV,03/12/2020,16937,15727	
7 AV,03/13/2020,12402,12096	
7 AV,03/14/2020,5062,5224	
7 AV,03/15/2020,3319,3345	
7 AV,03/16/2020,6440,5772	
7 AV,03/17/2020,5036,4447	
7 AV,03/18/2020,4389,3981	
7 AV,03/19/2020,3859,3459	
7 AV,03/20/2020,3392,3140	
7 AV,03/21/2020,1384,1420	
7 AV,03/22/2020,982,1098	
7 AV,03/23/2020,1981,2180	
7 AV,03/24/2020,1983,1957	
7 AV,03/25/2020,1813,1777	
7 AV,03/26/2020,1737,1782	
7 AV,03/27/2020,1674,1706	
7 AV,03/28/2020,757,791	
7 AV,03/29/2020,550,704	
7 AV,03/30/2020,1420,1422	
7 AV,03/31/2020,1320,1329	
7 AV,04/01/2020,1380,1312	
7 AV,04/02/2020,1289,1286	
7 AV,04/03/2020,1273,1336	
7 AV,04/04/2020,726,786	
7 AV,04/05/2020,534,665	
7 AV,04/06/2020,1111,1258	
7 AV,04/07/2020,1168,1216	
7 AV,04/08/2020,1108,1156	
7 AV,04/09/2020,1009,1127	
7 AV,04/10/2020,930,1054	
7 AV,04/11/2020,608,758	
7 AV,04/12/2020,480,644	
7 AV,04/13/2020,995,1086	
7 AV,04/14/2020,1103,1228	
7 AV,04/15/2020,1069,1140	
7 AV,04/16/2020,1062,1237	
7 AV,04/17/2020,1052,1262	
7 AV,04/18/2020,590,676	
7 AV,04/19/2020,518,638	
7 AV,04/20/2020,1104,1233	
7 AV,04/21/2020,1085,1229	
7 AV,04/22/2020,1117,1226	
7 AV,04/23/2020,1175,1279	
7 AV,04/24/2020,1166,1178	
7 AV,04/25/2020,692,869	
7 AV,04/26/2020,536,688	
7 AV,04/27/2020,1206,1298	
7 AV,04/28/2020,1182,1322	
7 AV,04/29/2020,1197,1307	
7 AV,04/30/2020,1192,1231	
7 AV,05/01/2020,1211,1371	
7 AV,05/02/2020,703,826	
7 AV,05/03/2020,599,615	
7 AV,05/04/2020,1272,1374	
7 AV,05/05/2020,1302,1384	
7 AV,05/06/2020,1260,1339	
7 AV,05/07/2020,1340,1473	
7 AV,05/08/2020,1331,1387	
7 AV,05/09/2020,772,909	
7 AV,05/10/2020,653,818	
7 AV,05/11/2020,1333,1383	
7 AV,05/12/2020,1382,1466	
7 AV,05/13/2020,1400,1460	
7 AV,05/14/2020,1396,1418	
7 AV,05/15/2020,1420,1725	
7 AV,05/16/2020,863,998	
7 AV,05/17/2020,712,838	
7 AV,05/18/2020,1484,1586	
7 AV,05/19/2020,1524,1568	
7 AV,05/20/2020,1456,1586	
7 AV,05/21/2020,1588,1617	
7 AV,05/22/2020,1555,1655	
7 AV,05/23/2020,640,975	
7 AV,05/24/2020,787,932	
7 AV,05/25/2020,898,1071	
7 AV,05/26/2020,1636,1603	
7 AV,05/27/2020,1613,1652	
7 AV,05/28/2020,1652,1648	
7 AV,05/29/2020,1633,1740	
7 AV,05/30/2020,1045,1137	
7 AV,05/31/2020,846,988	
7 AV,06/01/2020,1570,1697	
7 AV,06/02/2020,1771,1861	
7 AV,06/03/2020,-1096625,-3159573	
7 AV,06/04/2020,1801,1937	
7 AV,06/05/2020,1908,1927	
7 AV,06/06/2020,1159,1480	
7 AV,06/07/2020,1051,1103	
7 AV,06/08/2020,2099,2175	
7 AV,06/09/2020,2219,2242	
7 AV,06/10/2020,2345,2226	
7 AV,06/11/2020,2257,2174	
7 AV,06/12/2020,2458,2487	
7 AV,06/13/2020,1498,1582	
7 AV,06/14/2020,1088,1223	
7 AV,06/15/2020,2304,2291	
7 AV,06/16/2020,2548,2459	
7 AV,06/17/2020,2558,2533	
7 AV,06/18/2020,2597,2547	
7 AV,06/19/2020,2825,2809	
7 AV,06/20/2020,1448,1518	
7 AV,06/21/2020,1101,1240	
7 AV,06/22/2020,2631,2674	
7 AV,06/23/2020,2847,2892	
7 AV,06/24/2020,2726,3271	
7 AV,06/25/2020,2883,3179	
7 AV,06/26/2020,2956,3035	
7 AV,06/27/2020,1473,1653	
7 AV,06/28/2020,1322,1506	
7 AV,06/29/2020,3034,3161	
7 AV,06/30/2020,3083,3063	
7 AV,07/01/2020,3040,3071	
7 AV,07/02/2020,3201,3240	
7 AV,07/03/2020,2061,2187	
7 AV,07/04/2020,1545,1592	
7 AV,07/05/2020,1262,1466	
7 AV,07/06/2020,3101,2928	
7 AV,07/07/2020,3197,3180	
7 AV,07/08/2020,3232,3360	
7 AV,07/09/2020,3517,3517	
7 AV,07/10/2020,2869,2839	
7 AV,07/11/2020,1744,1784	
7 AV,07/12/2020,1576,1698	
7 AV,07/13/2020,3203,3206	
7 AV,07/14/2020,3448,3356	
7 AV,07/15/2020,3523,3600	
7 AV,07/16/2020,3584,3604	
7 AV,07/17/2020,-2780106,-2219817	
7 AV,07/18/2020,1692,1640	
7 AV,07/19/2020,1273,1404	
7 AV,07/20/2020,2924,2769	
7 AV,07/21/2020,2990,3071	
7 AV,07/22/2020,3068,3084	
7 AV,07/23/2020,3267,3053	
7 AV,07/24/2020,2788996,2228851	
7 AV,07/25/2020,2097,2081	
7 AV,07/26/2020,1536,1512	
7 AV,07/27/2020,3252,3264	
7 AV,07/28/2020,-2783172,-2223747	
7 AV,07/29/2020,3397,3265	
7 AV,07/30/2020,3409,3233	
7 AV,07/31/2020,3210,3128	
7 AV,08/01/2020,1874,2007	
7 AV,08/02/2020,1285,1360	
7 AV,08/03/2020,3307,3182	
7 AV,08/04/2020,2700,2427	
7 AV,08/05/2020,3558,3449	
7 AV,08/06/2020,2792420,2234385	
7 AV,08/07/2020,26287,27172	
7 AV,08/15/2020,2291,2458	
7 AV,08/16/2020,1341,1610	
7 AV,08/17/2020,3560,3779	
7 AV,08/18/2020,3935,4067	
7 AV,08/19/2020,3726,3821	
7 AV,08/20/2020,4070,4179	
7 AV,08/21/2020,3966,4250	
7 AV,08/22/2020,2268,2436	
7 AV,08/23/2020,1740,2037	
7 AV,08/24/2020,3500,3568	
7 AV,08/25/2020,3747,3792	
7 AV,08/26/2020,3962,4177	
7 AV,08/27/2020,3847,3980	
7 AV,08/28/2020,3989,4172	
7 AV,08/29/2020,1913,2064	
7 AV,08/30/2020,2006,2152	
7 AV,08/31/2020,3718,3810	
7 AV,09/01/2020,4024,4061	
7 AV,09/02/2020,4167,4229	
7 AV,09/03/2020,4251,4080	
7 AV,09/04/2020,4295,4394	
7 AV,09/05/2020,2122,2146	
7 AV,09/06/2020,1797,1702	
7 AV,09/07/2020,1800,1851	
7 AV,09/08/2020,4364,4462	
7 AV,09/09/2020,4520,4506	
7 AV,09/10/2020,4358,4463	
7 AV,09/11/2020,4736,4860	
7 AV,09/12/2020,2644,2716	
7 AV,09/13/2020,1742,1967	
7 AV,09/14/2020,4499,4538	
7 AV,09/15/2020,4937,4780	
7 AV,09/16/2020,-2797512,-2243994	
7 AV,09/17/2020,4421,4233	
7 AV,09/18/2020,4498,4512	
7 AV,09/19/2020,2344,2722	
7 AV,09/20/2020,1566,1866	
7 AV,09/21/2020,4006,3833	
7 AV,09/22/2020,4388,4116	
7 AV,09/23/2020,4565,4271	
7 AV,09/24/2020,4525,4258	
7 AV,09/25/2020,31358,31050	
7 AV,10/03/2020,2592,2788	
7 AV,10/04/2020,1769,2001	
7 AV,10/05/2020,4251,4104	
7 AV,10/06/2020,4659,4387	
7 AV,10/07/2020,4828,4565	
7 AV,10/08/2020,4787,4497	
7 AV,10/09/2020,4715,4580	
7 AV,10/10/2020,2339,2352	
7 AV,10/11/2020,1554,1735	
7 AV,10/12/2020,3335,3094	
7 AV,10/13/2020,4550,4431	
7 AV,10/14/2020,4916,4599	
7 AV,10/15/2020,4697,4762	
7 AV,10/16/2020,4269,4160	
7 AV,10/17/2020,2227,2525	
7 AV,10/18/2020,1754,1832	
7 AV,10/19/2020,4372,4077	
7 AV,10/20/2020,4654,4642	
7 AV,10/21/2020,4771,4477	
7 AV,10/22/2020,4798,4658	
7 AV,10/23/2020,4655,4623	
7 AV,10/24/2020,2280,2374	
7 AV,10/25/2020,1542,1819	
7 AV,10/26/2020,4216,4035	
7 AV,10/27/2020,4710,4445	
7 AV,10/28/2020,4703,4641	
7 AV,10/29/2020,4844,4473	
7 AV,10/30/2020,4493,4593	
7 AV,10/31/2020,2418,3067	
7 AV,11/01/2020,1534,1898	
7 AV,11/02/2020,4401,4380	
7 AV,11/03/2020,4194,3932	
7 AV,11/04/2020,4404,4340	
7 AV,11/05/2020,4798,4585	
7 AV,11/06/2020,4634,4769	
7 AV,11/07/2020,3004,3655	
7 AV,11/08/2020,2035,2577	
7 AV,11/09/2020,4378,4339	
7 AV,11/10/2020,4795,4722	
7 AV,11/11/2020,4164,4231	
7 AV,11/12/2020,4744,4731	
7 AV,11/13/2020,4532,4737	
7 AV,11/14/2020,2220,2123	
7 AV,11/15/2020,1331,1413	
7 AV,11/16/2020,4159,4303	
7 AV,11/17/2020,4791,4488	
7 AV,11/18/2020,4722,4698	
7 AV,11/19/2020,4551,4429	
71 ST,01/01/2020,2359,1007	
71 ST,01/02/2020,5244,1760	
71 ST,01/03/2020,5212,1645	
71 ST,01/04/2020,3116,1140	
71 ST,01/05/2020,2608,937	
71 ST,01/06/2020,5358,1684	
71 ST,01/07/2020,5437,1718	
71 ST,01/08/2020,5385,1691	
71 ST,01/09/2020,5378,1673	
71 ST,01/10/2020,5493,1701	
71 ST,01/11/2020,3360,1173	
71 ST,01/12/2020,2726,972	
71 ST,01/13/2020,5382,1681	
71 ST,01/14/2020,5374,1569	
71 ST,01/15/2020,5391,1631	
71 ST,01/16/2020,5203,1610	
71 ST,01/17/2020,4864,1556	
71 ST,01/18/2020,2936,1076	
71 ST,01/19/2020,2717,997	
71 ST,01/20/2020,3925,1232	
71 ST,01/21/2020,5231,1619	
71 ST,01/22/2020,5367,1725	
71 ST,01/23/2020,5360,1609	
71 ST,01/24/2020,4998,1483	
71 ST,01/25/2020,2603,947	
71 ST,01/26/2020,2620,925	
71 ST,01/27/2020,5169,1532	
71 ST,01/28/2020,5578,1809	
71 ST,01/29/2020,5461,1698	
71 ST,01/30/2020,5439,1544	
71 ST,01/31/2020,5370,1596	
71 ST,02/01/2020,3206,1038	
71 ST,02/02/2020,2629,896	
71 ST,02/03/2020,5399,1748	
71 ST,02/04/2020,5508,1715	
71 ST,02/05/2020,5473,1716	
71 ST,02/06/2020,5334,1624	
71 ST,02/07/2020,5277,1473	
71 ST,02/08/2020,3389,1187	
71 ST,02/09/2020,2739,967	
71 ST,02/10/2020,5339,1703	
71 ST,02/11/2020,5463,1781	
71 ST,02/12/2020,5427,1649	
71 ST,02/13/2020,5412,1700	
71 ST,02/14/2020,5323,1637	
71 ST,02/15/2020,3074,1138	
71 ST,02/16/2020,2639,900	
71 ST,02/17/2020,3910,1226	
71 ST,02/18/2020,5050,1619	
71 ST,02/19/2020,5163,1661	
71 ST,02/20/2020,5021,1659	
71 ST,02/21/2020,4914,1459	
